DataExtractDate,ReportPeriod,FlightType,Arrival_Departure,Domestic_International,FlightOpsCount
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Charter,Departure,Domestic,19
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Charter,Departure,International,5
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Commuter,Arrival,Domestic,4949
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Commuter,Arrival,International,116
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Commuter,Departure,Domestic,4949
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Commuter,Departure,International,116
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,13762
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Scheduled,Arrival,International,3877
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,13820
05/01/2014 12:00:00 AM,02/01/2008 12:00:00 AM,Scheduled,Departure,International,3888
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Charter,Arrival,Domestic,39
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Charter,Arrival,International,5
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Charter,Departure,Domestic,38
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Charter,Departure,International,6
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Commuter,Arrival,Domestic,5169
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Commuter,Arrival,International,137
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Commuter,Departure,Domestic,5169
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Commuter,Departure,International,137
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,14748
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Scheduled,Arrival,International,4244
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,14815
05/01/2014 12:00:00 AM,03/01/2008 12:00:00 AM,Scheduled,Departure,International,4236
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Charter,Arrival,Domestic,24
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Charter,Arrival,International,5
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Charter,Departure,Domestic,26
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Charter,Departure,International,4
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Commuter,Arrival,Domestic,5167
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Commuter,Arrival,International,116
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Commuter,Departure,Domestic,5167
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Commuter,Departure,International,116
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,14310
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Scheduled,Arrival,International,4050
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,14365
05/01/2014 12:00:00 AM,04/01/2008 12:00:00 AM,Scheduled,Departure,International,4043
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Charter,Arrival,Domestic,13
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Charter,Arrival,International,1
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Charter,Departure,Domestic,15
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Charter,Departure,International,1
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Commuter,Arrival,Domestic,5127
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Commuter,Arrival,International,118
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Commuter,Departure,Domestic,5127
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Commuter,Departure,International,118
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,15090
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Scheduled,Arrival,International,4081
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,15117
05/01/2014 12:00:00 AM,05/01/2008 12:00:00 AM,Scheduled,Departure,International,4095
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Charter,Arrival,Domestic,23
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Charter,Arrival,International,1
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Charter,Departure,Domestic,21
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Commuter,Arrival,Domestic,5092
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Commuter,Arrival,International,119
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Commuter,Departure,Domestic,5092
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Commuter,Departure,International,119
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,15725
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Scheduled,Arrival,International,4161
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,15612
05/01/2014 12:00:00 AM,06/01/2008 12:00:00 AM,Scheduled,Departure,International,4172
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Charter,Arrival,Domestic,12
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Charter,Arrival,International,2
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Charter,Departure,Domestic,13
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Commuter,Arrival,Domestic,5152
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Commuter,Arrival,International,98
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Commuter,Departure,Domestic,5152
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Commuter,Departure,International,98
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,16119
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Scheduled,Arrival,International,4356
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,16228
05/01/2014 12:00:00 AM,07/01/2008 12:00:00 AM,Scheduled,Departure,International,4346
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Charter,Arrival,Domestic,13
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Charter,Arrival,International,1
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Charter,Departure,Domestic,12
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Charter,Departure,International,2
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Commuter,Arrival,Domestic,5069
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Commuter,Arrival,International,93
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Commuter,Departure,Domestic,5069
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Commuter,Departure,International,93
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,15787
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Scheduled,Arrival,International,4252
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,15874
05/01/2014 12:00:00 AM,08/01/2008 12:00:00 AM,Scheduled,Departure,International,4254
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Charter,Arrival,Domestic,14
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Charter,Arrival,International,3
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Charter,Departure,Domestic,14
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Charter,Departure,International,3
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Commuter,Arrival,Domestic,4715
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Commuter,Arrival,International,108
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Commuter,Departure,Domestic,4715
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Commuter,Departure,International,108
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,12619
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Scheduled,Arrival,International,3665
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,12649
05/01/2014 12:00:00 AM,09/01/2008 12:00:00 AM,Scheduled,Departure,International,3673
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Charter,Arrival,Domestic,21
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Charter,Departure,Domestic,23
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Charter,Departure,International,9
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Commuter,Arrival,Domestic,4874
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Commuter,Arrival,International,88
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Commuter,Departure,Domestic,4874
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Commuter,Departure,International,88
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,13141
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Scheduled,Arrival,International,3705
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,13205
05/01/2014 12:00:00 AM,10/01/2008 12:00:00 AM,Scheduled,Departure,International,3689
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Charter,Arrival,Domestic,28
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Charter,Arrival,International,3
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Charter,Departure,Domestic,28
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Charter,Departure,International,8
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Commuter,Arrival,Domestic,4182
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Commuter,Arrival,International,60
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Commuter,Departure,Domestic,4182
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Commuter,Departure,International,60
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,12211
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Scheduled,Arrival,International,3418
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,12243
05/01/2014 12:00:00 AM,11/01/2008 12:00:00 AM,Scheduled,Departure,International,3408
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Charter,Arrival,Domestic,50
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Charter,Arrival,International,2
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Charter,Departure,Domestic,43
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Commuter,Arrival,Domestic,4359
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Commuter,Arrival,International,71
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Commuter,Departure,Domestic,4359
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Commuter,Departure,International,71
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Scheduled,Arrival,Domestic,12796
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Scheduled,Arrival,International,3668
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Scheduled,Departure,Domestic,12811
05/01/2014 12:00:00 AM,12/01/2008 12:00:00 AM,Scheduled,Departure,International,3658
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Charter,Arrival,Domestic,35
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Charter,Arrival,International,6
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Charter,Departure,Domestic,43
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Charter,Departure,International,6
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Commuter,Arrival,Domestic,4420
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Commuter,Arrival,International,80
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Commuter,Departure,Domestic,4420
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Commuter,Departure,International,80
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,12368
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Scheduled,Arrival,International,3590
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,12404
05/01/2014 12:00:00 AM,01/01/2009 12:00:00 AM,Scheduled,Departure,International,3567
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Charter,Arrival,Domestic,33
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Charter,Arrival,International,6
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Charter,Departure,Domestic,33
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Charter,Departure,International,6
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Commuter,Arrival,Domestic,4052
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Commuter,Arrival,International,79
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Commuter,Departure,Domestic,4052
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Commuter,Departure,International,79
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,11316
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Scheduled,Arrival,International,3128
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,11357
05/01/2014 12:00:00 AM,02/01/2009 12:00:00 AM,Scheduled,Departure,International,3113
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Charter,Arrival,Domestic,50
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Charter,Arrival,International,10
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Charter,Departure,Domestic,49
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Charter,Departure,International,11
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Commuter,Arrival,Domestic,4551
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Commuter,Arrival,International,93
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Commuter,Departure,Domestic,4551
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Commuter,Departure,International,93
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,12907
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Scheduled,Arrival,International,3547
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,12960
05/01/2014 12:00:00 AM,03/01/2009 12:00:00 AM,Scheduled,Departure,International,3518
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Charter,Arrival,Domestic,42
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Charter,Arrival,International,5
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Charter,Departure,Domestic,43
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Charter,Departure,International,6
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Commuter,Arrival,Domestic,4273
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Commuter,Arrival,International,78
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Commuter,Departure,Domestic,4273
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Commuter,Departure,International,78
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,12555
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Scheduled,Arrival,International,3524
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,12588
05/01/2014 12:00:00 AM,04/01/2009 12:00:00 AM,Scheduled,Departure,International,3508
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Charter,Arrival,Domestic,32
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Charter,Arrival,International,3
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Charter,Departure,Domestic,30
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Charter,Departure,International,3
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Commuter,Arrival,Domestic,4333
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Commuter,Arrival,International,84
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Commuter,Departure,Domestic,4333
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Commuter,Departure,International,84
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,13103
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Scheduled,Arrival,International,3448
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,13133
05/01/2014 12:00:00 AM,05/01/2009 12:00:00 AM,Scheduled,Departure,International,3438
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Charter,Arrival,Domestic,36
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Charter,Arrival,International,8
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Charter,Departure,Domestic,40
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Charter,Departure,International,7
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Commuter,Arrival,Domestic,4401
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Commuter,Arrival,International,90
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Commuter,Departure,Domestic,4401
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Commuter,Departure,International,90
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,13442
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Scheduled,Arrival,International,3419
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,13471
05/01/2014 12:00:00 AM,06/01/2009 12:00:00 AM,Scheduled,Departure,International,3427
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Charter,Arrival,Domestic,26
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Charter,Arrival,International,5
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Charter,Departure,Domestic,27
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Charter,Departure,International,5
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Commuter,Arrival,Domestic,4489
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Commuter,Arrival,International,91
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Commuter,Departure,Domestic,4489
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Commuter,Departure,International,91
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,14344
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Scheduled,Arrival,International,3876
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,14429
05/01/2014 12:00:00 AM,07/01/2009 12:00:00 AM,Scheduled,Departure,International,3868
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Charter,Arrival,Domestic,5
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Charter,Arrival,International,5
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Charter,Departure,Domestic,8
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Charter,Departure,International,5
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Commuter,Arrival,Domestic,4592
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Commuter,Arrival,International,93
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Commuter,Departure,Domestic,4592
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Commuter,Departure,International,93
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,14120
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Scheduled,Arrival,International,3814
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,14148
05/01/2014 12:00:00 AM,08/01/2009 12:00:00 AM,Scheduled,Departure,International,3836
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Charter,Arrival,Domestic,23
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Charter,Arrival,International,3
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Charter,Departure,Domestic,22
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Charter,Departure,International,1
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Commuter,Arrival,Domestic,4463
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Commuter,Arrival,International,89
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Commuter,Departure,Domestic,4463
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Commuter,Departure,International,89
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,12518
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Scheduled,Arrival,International,3361
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,12529
05/01/2014 12:00:00 AM,09/01/2009 12:00:00 AM,Scheduled,Departure,International,3364
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Charter,Arrival,Domestic,33
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Charter,Arrival,International,190
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Charter,Departure,Domestic,31
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Charter,Departure,International,191
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Commuter,Arrival,Domestic,4742
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Commuter,Arrival,International,93
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Commuter,Departure,Domestic,4742
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Commuter,Departure,International,93
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,12932
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Scheduled,Arrival,International,3309
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,12987
05/01/2014 12:00:00 AM,10/01/2009 12:00:00 AM,Scheduled,Departure,International,3305
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Charter,Arrival,Domestic,37
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Charter,Arrival,International,4
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Charter,Departure,Domestic,37
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Charter,Departure,International,3
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Commuter,Arrival,Domestic,4513
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Commuter,Arrival,International,87
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Commuter,Departure,Domestic,4513
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Commuter,Departure,International,87
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,12345
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Scheduled,Arrival,International,3417
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,12371
05/01/2014 12:00:00 AM,11/01/2009 12:00:00 AM,Scheduled,Departure,International,3416
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Charter,Arrival,Domestic,59
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Charter,Departure,Domestic,43
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Commuter,Arrival,Domestic,4695
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Commuter,Arrival,International,90
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Commuter,Departure,Domestic,4695
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Commuter,Departure,International,90
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Scheduled,Arrival,Domestic,12915
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Scheduled,Arrival,International,3832
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Scheduled,Departure,Domestic,12939
05/01/2014 12:00:00 AM,12/01/2009 12:00:00 AM,Scheduled,Departure,International,3830
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Charter,Arrival,Domestic,269
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Charter,Arrival,International,1
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Charter,Departure,Domestic,84
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Commuter,Arrival,Domestic,4882
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Commuter,Arrival,International,93
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Commuter,Departure,Domestic,4882
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Commuter,Departure,International,93
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Scheduled,Arrival,Domestic,12351
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Scheduled,Arrival,International,3800
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Scheduled,Departure,Domestic,12414
05/01/2014 12:00:00 AM,01/01/2010 12:00:00 AM,Scheduled,Departure,International,3796
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Charter,Arrival,Domestic,31
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Charter,Arrival,International,3
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Charter,Departure,Domestic,32
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Charter,Departure,International,2
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Commuter,Arrival,Domestic,4583
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Commuter,Arrival,International,76
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Commuter,Departure,Domestic,4583
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Commuter,Departure,International,76
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Scheduled,Arrival,Domestic,11121
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Scheduled,Arrival,International,3296
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Scheduled,Departure,Domestic,11176
05/01/2014 12:00:00 AM,02/01/2010 12:00:00 AM,Scheduled,Departure,International,3296
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Charter,Arrival,Domestic,25
05/01/2014 12:00:00 AM,03/01/2010 12:00:00 AM,Charter,Arrival,International,3
